Item,Description,Width,Rabbet Height,Lip Size,Length,Chop,Join,Group,UPC
354MT,White #354 Maple,2,0.562,0.25,10.36,14.3,20.02,Wood,
FC-354MT,FC White #354 Maple,2,0.562,0.25,,,32.43,Wood,
354MK,Satin Black #354 Maple,2,0.562,0.25,10.36,14.3,20.02,Wood,
FC-354MK,FC Satin Black #354 Maple,2,0.562,0.25,,,32.43,Wood,
354MA,Warm White #354 Maple,2,0.562,0.25,10.36,14.3,20.02,Wood,
FC-354MA,FC Warm White #354 Maple,2,0.562,0.25,,,32.43,Wood,
354MI,Rising White #354 Maple,2,0.562,0.25,10.36,14.3,20.02,Wood,
FC-354MI,FC Rising White #354 Maple,2,0.562,0.25,,,32.43,Wood,
354M1,Light Grey #354 Maple,2,0.562,0.25,10.36,14.3,20.02,Wood,
FC-354M1,FC Light Grey #354 Maple,2,0.562,0.25,,,32.43,Wood,
354M2,Medium Grey #354 Maple,2,0.562,0.25,10.36,14.3,20.02,Wood,
FC-354M2,FC Medium Grey #354 Maple,2,0.562,0.25,,,32.43,Wood,
354M3,Dark Grey #354 Maple,2,0.562,0.25,10.36,14.3,20.02,Wood,
FC-354M3,FC Dark Grey #354 Maple,2,0.562,0.25,,,32.43,Wood,
354M9,Wheat #354 Maple,2,0.562,0.25,11.15,15.39,21.55,Wood,
FC-354M9,FC Wheat #354 Maple,2,0.562,0.25,,,32.43,Wood,
354OR,Raw #354 Oak,2,0.562,0.25,5.12,7.07,11.31,Wood,
FC-354OR,FC Raw #354 Oak,2,0.562,0.25,,,28.38,Wood,
354OF,Oil & Wax #354 Oak,2,0.562,0.25,8.38,11.56,16.18,Wood,
FC-354OF,FC Oil & Wax #354 Oak,2,0.562,0.25,,,29.07,Wood,
354OL,Clear Lacquer #354 Oak,2,0.562,0.25,8.65,11.94,16.72,Wood,
FC-354OL,FC Clear Lacquer #354 Oak,2,0.562,0.25,,,29.07,Wood,
354WR,Raw #354 Walnut,2,0.562,0.25,11.77,17.18,27.49,Wood,
FC-354WR,FC Raw #354 Walnut,2,0.562,0.25,,,38.49,Wood,
354WF,Oil & Wax #354 Walnut,2,0.562,0.25,16.36,23.89,33.45,Wood,
FC-354WF,FC Oil & Wax #354 Walnut,2,0.562,0.25,,,39.18,Wood,
354WP,Padauk #354 Walnut,2,0.562,0.25,17.2,25.11,35.15,Wood,
FC-354WP,FC Padauk #354 Walnut,2,0.562,0.25,,,39.87,Wood,
354WB,Special Dark #354 Walnut,2,0.562,0.25,17.2,25.11,35.15,Wood,
FC-354WB,FC Special Dark #354 Walnut,2,0.562,0.25,,,39.87,Wood,
354WE,Ebony #354 Walnut,2,0.562,0.25,16.36,23.89,33.45,Wood,
FC-354WE,FC Ebony #354 Walnut,2,0.562,0.25,,,39.87,Wood,
354WK,Satin Black #354 Walnut,2,0.562,0.25,15.57,22.73,31.82,Wood,
FC-354WK,FC Satin Black #354 Walnut,2,0.562,0.25,,,39.18,Wood,
354W1,Light Grey #354 Walnut,2,0.562,0.25,15.57,22.73,31.82,Wood,
FC-354W1,FC Light Grey #354 Walnut,2,0.562,0.25,,,39.18,Wood,
354W2,Medium Grey #354 Walnut,2,0.562,0.25,15.57,22.73,31.82,Wood,
FC-354W2,FC Medium Grey #354 Walnut,2,0.562,0.25,,,39.18,Wood,
354W3,Dark Grey #354 Walnut,2,0.562,0.25,15.57,22.73,31.82,Wood,
FC-354W3,FC Dark Grey #354 Walnut,2,0.562,0.25,,,39.18,Wood,
354QR,Raw #354 Qtrd W. Oak,2,0.562,0.25,10.59,17.47,27.95,Wood,
FC-354QR,FC Raw #354 Qtrd W. Oak,2,0.562,0.25,,,39.47,Wood,
354QF,Oil & Wax #354 Qtrd W. Oak,2,0.562,0.25,13.85,22.85,31.99,Wood,
FC-354QF,FC Oil & Wax #354 Qtrd W. Oak,2,0.562,0.25,,,40.16,Wood,
354QL,Clear Lacquer #354 Qtrd W. Oak,2,0.562,0.25,14.12,23.3,32.62,Wood,
FC-354QL,FC Clear Lacquer #354 Qtrd W. Oak,2,0.562,0.25,,,40.16,Wood,
354QC,Charcoal #354 Qtrd W. Oak,2,0.562,0.25,16.02,26.43,37,Wood,
FC-354QC,FC Charcoal #354 Qtrd W. Oak,2,0.562,0.25,,,40.85,Wood,
354QM,Mission #354 Qtrd W. Oak,2,0.562,0.25,16.02,26.43,37,Wood,
FC-354QM,FC Mission #354 Qtrd W. Oak,2,0.562,0.25,,,40.85,Wood,
354Q7,Bleached #354 Qtrd W. Oak,2,0.562,0.25,16.02,26.43,37,Wood,
FC-354Q7,FC Bleached #354 Qtrd W. Oak,2,0.562,0.25,,,40.85,Wood,
520AR,Raw #520 Ash,0.5,0.953,0.188,4.18,5.94,9.5,Wood,
FC-520AR,FC Raw #520 Ash,0.5,0.953,0.188,,,26.57,Wood,
520AF,Oil & Wax #520 Ash,0.5,0.953,0.188,7.71,10.95,15.33,Wood,
FC-520AF,FC Oil & Wax #520 Ash,0.5,0.953,0.188,,,27.25,Wood,
520AL,Clear Lacquer #520 Ash,0.5,0.953,0.188,8.77,12.45,17.43,Wood,
FC-520AL,FC Clear Lacquer #520 Ash,0.5,0.953,0.188,,,27.25,Wood,
520AW,WhiteWash #520 Ash,0.5,0.953,0.188,9.88,14.03,19.64,Wood,
FC-520AW,FC WhiteWash #520 Ash,0.5,0.953,0.188,,,27.94,Wood,
520AT,White #520 Ash,0.5,0.953,0.188,9.88,14.03,19.64,Wood,
FC-520AT,FC White #520 Ash,0.5,0.953,0.188,,,29.32,Wood,
520AK,Satin Black #520 Ash,0.5,0.953,0.188,9.88,14.03,19.64,Wood,
FC-520AK,FC Satin Black #520 Ash,0.5,0.953,0.188,,,29.32,Wood,
520AA,Warm White #520 Ash,0.5,0.953,0.188,9.88,14.03,19.64,Wood,
FC-520AA,FC Warm White #520 Ash,0.5,0.953,0.188,,,29.32,Wood,
520AC,Charcoal #520 Ash,0.5,0.953,0.188,9.88,14.03,19.64,Wood,
FC-520AC,FC Charcoal #520 Ash,0.5,0.953,0.188,,,29.32,Wood,
520AI,Rising White #520 Ash,0.5,0.953,0.188,9.88,14.03,19.64,Wood,
FC-520AI,FC Rising White #520 Ash,0.5,0.953,0.188,,,29.32,Wood,
520A1,Light Grey #520 Ash,0.5,0.953,0.188,9.88,14.03,19.64,Wood,
FC-520A1,FC Light Grey #520 Ash,0.5,0.953,0.188,,,29.32,Wood,
520A2,Medium Grey #520 Ash,0.5,0.953,0.188,9.88,14.03,19.64,Wood,
FC-520A2,FC Medium Grey #520 Ash,0.5,0.953,0.188,,,29.32,Wood,
520A3,Dark Grey #520 Ash,0.5,0.953,0.188,9.88,14.03,19.64,Wood,
FC-520A3,FC Dark Grey #520 Ash,0.5,0.953,0.188,,,29.32,Wood,
520CR,Raw #520 Cherry,0.5,0.953,0.188,4.42,6.45,10.32,Wood,
FC-520CR,FC Raw #520 Cherry,0.5,0.953,0.188,,,27.08,Wood,
520CF,Oil & Wax #520 Cherry,0.5,0.953,0.188,8.22,12,16.8,Wood,
FC-520CF,FC Oil & Wax #520 Cherry,0.5,0.953,0.188,,,27.76,Wood,
520CL,Clear Lacquer #520 Cherry,0.5,0.953,0.188,10.12,14.78,20.69,Wood,
FC-520CL,FC Clear Lacquer #520 Cherry,0.5,0.953,0.188,,,29.14,Wood,
520CG,Aged #520 Cherry,0.5,0.953,0.188,10.12,14.78,20.69,Wood,
FC-520CG,FC Aged #520 Cherry,0.5,0.953,0.188,,,29.14,Wood,
520CQ,Antique #520 Cherry,0.5,0.953,0.188,10.12,14.78,20.69,Wood,
FC-520CQ,FC Antique #520 Cherry,0.5,0.953,0.188,,,29.14,Wood,
520CD,Black Cherry #520 Cherry,0.5,0.953,0.188,10.12,14.78,20.69,Wood,
FC-520CD,FC Black Cherry #520 Cherry,0.5,0.953,0.188,,,29.83,Wood,
520MR,Raw #520 Maple,0.5,0.953,0.188,5,6.9,11.04,Wood,
FC-520MR,FC Raw #520 Maple,0.5,0.953,0.188,,,27.53,Wood,
520MF,Oil & Wax #520 Maple,0.5,0.953,0.188,8.53,11.77,16.48,Wood,
FC-520MF,FC Oil & Wax #520 Maple,0.5,0.953,0.188,,,28.21,Wood,
520ML,Clear Lacquer #520 Maple,0.5,0.953,0.188,8.8,12.14,17,Wood,
FC-520ML,FC Clear Lacquer #520 Maple,0.5,0.953,0.188,,,28.21,Wood,
520MW,WhiteWash #520 Maple,0.5,0.953,0.188,10.43,14.39,20.15,Wood,
FC-520MW,FC WhiteWash #520 Maple,0.5,0.953,0.188,,,28.9,Wood,
520MT,White #520 Maple,0.5,0.953,0.188,9.59,13.23,18.52,Wood,
FC-520MT,FC White #520 Maple,0.5,0.953,0.188,,,29.59,Wood,
520MK,Satin Black #520 Maple,0.5,0.953,0.188,9.59,13.23,18.52,Wood,
FC-520MK,FC Satin Black #520 Maple,0.5,0.953,0.188,,,29.59,Wood,
520MA,Warm White #520 Maple,0.5,0.953,0.188,9.59,13.23,18.52,Wood,
FC-520MA,FC Warm White #520 Maple,0.5,0.953,0.188,,,29.59,Wood,
520MI,Rising White #520 Maple,0.5,0.953,0.188,9.59,13.23,18.52,Wood,
FC-520MI,FC Rising White #520 Maple,0.5,0.953,0.188,,,29.59,Wood,
520M1,Light Grey #520 Maple,0.5,0.953,0.188,8.8,12.14,17,Wood,
FC-520M1,FC Light Grey #520 Maple,0.5,0.953,0.188,,,29.59,Wood,
520M2,Medium Grey #520 Maple,0.5,0.953,0.188,8.8,12.14,17,Wood,
FC-520M2,FC Medium Grey #520 Maple,0.5,0.953,0.188,,,29.59,Wood,
520M3,Dark Grey #520 Maple,0.5,0.953,0.188,8.8,12.14,17,Wood,
FC-520M3,FC Dark Grey #520 Maple,0.5,0.953,0.188,,,29.59,Wood,
520M9,Wheat #520 Maple,0.5,0.953,0.188,9.59,13.23,18.52,Wood,
FC-520M9,FC Wheat #520 Maple,0.5,0.953,0.188,,,29.59,Wood,
520WR,Raw #520 Walnut,0.5,0.953,0.188,9.25,13.5,21.6,Wood,
FC-520WR,FC Raw #520 Walnut,0.5,0.953,0.188,,,34.13,Wood,
520WF,Oil & Wax #520 Walnut,0.5,0.953,0.188,14.68,21.43,30,Wood,
FC-520WF,FC Oil & Wax #520 Walnut,0.5,0.953,0.188,,,34.81,Wood,
520WP,Padauk #520 Walnut,0.5,0.953,0.188,14.95,21.83,30.56,Wood,
FC-520WP,FC Padauk #520 Walnut,0.5,0.953,0.188,,,35.5,Wood,
520WB,Special Dark #520 Walnut,0.5,0.953,0.188,14.95,21.83,30.56,Wood,
FC-520WB,FC Special Dark #520 Walnut,0.5,0.953,0.188,,,35.5,Wood,
520WE,Ebony #520 Walnut,0.5,0.953,0.188,14.68,21.43,30,Wood,
FC-520WE,FC Ebony #520 Walnut,0.5,0.953,0.188,,,35.5,Wood,
520WK,Satin Black #520 Walnut,0.5,0.953,0.188,13.84,20.21,28.29,Wood,
FC-520WK,FC Satin Black #520 Walnut,0.5,0.953,0.188,,,34.81,Wood,
520W1,Light Grey #520 Walnut,0.5,0.953,0.188,13.84,20.21,28.29,Wood,
FC-520W1,FC Light Grey #520 Walnut,0.5,0.953,0.188,,,34.81,Wood,
520W2,Medium Grey #520 Walnut,0.5,0.953,0.188,13.84,20.21,28.29,Wood,
FC-520W2,FC Medium Grey #520 Walnut,0.5,0.953,0.188,,,34.81,Wood,
520W3,Dark Grey #520 Walnut,0.5,0.953,0.188,13.84,20.21,28.29,Wood,
FC-520W3,FC Dark Grey #520 Walnut,0.5,0.953,0.188,,,34.81,Wood,
520VR,Raw #520 White Oak,0.5,0.953,0.188,6.54,10.79,17.26,Wood,
FC-520VR,FC Raw #520 White Oak,0.5,0.953,0.188,,,31.42,Wood,
520VF,Oil & Wax #520 White Oak,0.5,0.953,0.188,9.8,16.17,22.64,Wood,
FC-520VF,FC Oil & Wax #520 White Oak,0.5,0.953,0.188,,,32.1,Wood,
520VL,Clear Lacquer #520 White Oak,0.5,0.953,0.188,10.07,16.62,23.27,Wood,
FC-520VL,FC Clear Lacquer #520 White Oak,0.5,0.953,0.188,,,32.1,Wood,
520VC,Charcoal #520 White Oak,0.5,0.953,0.188,11.97,19.75,27.65,Wood,
FC-520VC,FC Charcoal #520 White Oak,0.5,0.953,0.188,,,32.79,Wood,
520VM,Mission #520 White Oak,0.5,0.953,0.188,11.97,19.75,27.65,Wood,
FC-520VM,FC Mission #520 White Oak,0.5,0.953,0.188,,,32.79,Wood,
520V7,Bleached #520 White Oak,0.5,0.953,0.188,11.97,19.75,27.65,Wood,
FC-520V7,FC Bleached #520 White Oak,0.5,0.953,0.188,,,32.79,Wood,
532AR,Raw #532 Ash,0.625,1.141,0.25,4.53,6.43,10.29,Wood,
FC-532AR,FC Raw #532 Ash,0.625,1.141,0.25,,,27.06,Wood,
532AF,Oil & Wax #532 Ash,0.625,1.141,0.25,8.06,11.45,16.03,Wood,
FC-532AF,FC Oil & Wax #532 Ash,0.625,1.141,0.25,,,27.74,Wood,
532AL,Clear Lacquer #532 Ash,0.625,1.141,0.25,9.12,12.95,18.13,Wood,
FC-532AL,FC Clear Lacquer #532 Ash,0.625,1.141,0.25,,,27.74,Wood,
532AW,WhiteWash #532 Ash,0.625,1.141,0.25,10.23,14.53,20.34,Wood,
FC-532AW,FC WhiteWash #532 Ash,0.625,1.141,0.25,,,28.43,Wood,
532AT,White #532 Ash,0.625,1.141,0.25,10.23,14.53,20.34,Wood,
FC-532AT,FC White #532 Ash,0.625,1.141,0.25,,,29.81,Wood,
532AK,Satin Black #532 Ash,0.625,1.141,0.25,10.23,14.53,20.34,Wood,
FC-532AK,FC Satin Black #532 Ash,0.625,1.141,0.25,,,29.81,Wood,
532AA,Warm White #532 Ash,0.625,1.141,0.25,10.23,14.53,20.34,Wood,
FC-532AA,FC Warm White #532 Ash,0.625,1.141,0.25,,,29.81,Wood,
532AC,Charcoal #532 Ash,0.625,1.141,0.25,10.23,14.53,20.34,Wood,
FC-532AC,FC Charcoal #532 Ash,0.625,1.141,0.25,,,29.81,Wood,
532AI,Rising White #532 Ash,0.625,1.141,0.25,10.23,14.53,20.34,Wood,
FC-532AI,FC Rising White #532 Ash,0.625,1.141,0.25,,,29.81,Wood,
532A1,Light Grey #532 Ash,0.625,1.141,0.25,10.23,14.53,20.34,Wood,
FC-532A1,FC Light Grey #532 Ash,0.625,1.141,0.25,,,29.81,Wood,
532A2,Medium Grey #532 Ash,0.625,1.141,0.25,10.23,14.53,20.34,Wood,
FC-532A2,FC Medium Grey #532 Ash,0.625,1.141,0.25,,,29.81,Wood,
532A3,Dark Grey #532 Ash,0.625,1.141,0.25,10.23,14.53,20.34,Wood,
FC-532A3,FC Dark Grey #532 Ash,0.625,1.141,0.25,,,29.81,Wood,
532CR,Raw #532 Cherry,0.625,1.141,0.25,4.93,7.2,11.52,Wood,
FC-532CR,FC Raw #532 Cherry,0.625,1.141,0.25,,,27.83,Wood,
532CF,Oil & Wax #532 Cherry,0.625,1.141,0.25,8.73,12.75,17.85,Wood,
FC-532CF,FC Oil & Wax #532 Cherry,0.625,1.141,0.25,,,28.51,Wood,
532CL,Clear Lacquer #532 Cherry,0.625,1.141,0.25,10.63,15.52,21.73,Wood,
FC-532CL,FC Clear Lacquer #532 Cherry,0.625,1.141,0.25,,,29.89,Wood,
532CG,Aged #532 Cherry,0.625,1.141,0.25,10.63,15.52,21.73,Wood,
FC-532CG,FC Aged #532 Cherry,0.625,1.141,0.25,,,29.89,Wood,
532CQ,Antique #532 Cherry,0.625,1.141,0.25,10.63,15.52,21.73,Wood,
FC-532CQ,FC Antique #532 Cherry,0.625,1.141,0.25,,,29.89,Wood,
532CD,Black Cherry #532 Cherry,0.625,1.141,0.25,10.63,15.52,21.73,Wood,
FC-532CD,FC Black Cherry #532 Cherry,0.625,1.141,0.25,,,30.58,Wood,
532MR,Raw #532 Maple,0.625,1.141,0.25,5.25,7.24,11.58,Wood,
FC-532MR,FC Raw #532 Maple,0.625,1.141,0.25,,,27.87,Wood,
532MF,Oil & Wax #532 Maple,0.625,1.141,0.25,8.78,12.12,16.97,Wood,
FC-532MF,FC Oil & Wax #532 Maple,0.625,1.141,0.25,,,28.55,Wood,
532ML,Clear Lacquer #532 Maple,0.625,1.141,0.25,9.05,12.49,17.49,Wood,
FC-532ML,FC Clear Lacquer #532 Maple,0.625,1.141,0.25,,,28.55,Wood,
532MW,WhiteWash #532 Maple,0.625,1.141,0.25,10.68,14.74,20.64,Wood,
FC-532MW,FC WhiteWash #532 Maple,0.625,1.141,0.25,,,29.24,Wood,
532MT,White #532 Maple,0.625,1.141,0.25,9.84,13.58,19.01,Wood,
FC-532MT,FC White #532 Maple,0.625,1.141,0.25,,,29.93,Wood,
532MK,Satin Black #532 Maple,0.625,1.141,0.25,9.84,13.58,19.01,Wood,
FC-532MK,FC Satin Black #532 Maple,0.625,1.141,0.25,,,29.93,Wood,
532MA,Warm White #532 Maple,0.625,1.141,0.25,9.84,13.58,19.01,Wood,
FC-532MA,FC Warm White #532 Maple,0.625,1.141,0.25,,,29.93,Wood,
532MI,Rising White #532 Maple,0.625,1.141,0.25,9.84,13.58,19.01,Wood,
FC-532MI,FC Rising White #532 Maple,0.625,1.141,0.25,,,29.93,Wood,
532M1,Light Grey #532 Maple,0.625,1.141,0.25,9.05,12.49,17.49,Wood,
FC-532M1,FC Light Grey #532 Maple,0.625,1.141,0.25,,,29.93,Wood,
532M2,Medium Grey #532 Maple,0.625,1.141,0.25,9.05,12.49,17.49,Wood,
FC-532M2,FC Medium Grey #532 Maple,0.625,1.141,0.25,,,29.93,Wood,
532M3,Dark Grey #532 Maple,0.625,1.141,0.25,9.05,12.49,17.49,Wood,
FC-532M3,FC Dark Grey #532 Maple,0.625,1.141,0.25,,,29.93,Wood,
532M9,Wheat #532 Maple,0.625,1.141,0.25,9.84,13.58,19.01,Wood,
FC-532M9,FC Wheat #532 Maple,0.625,1.141,0.25,,,29.93,Wood,
532WR,Raw #532 Walnut,0.625,1.141,0.25,9.95,14.53,23.25,Wood,
FC-532WR,FC Raw #532 Walnut,0.625,1.141,0.25,,,35.16,Wood,
532WF,Oil & Wax #532 Walnut,0.625,1.141,0.25,15.38,22.45,31.43,Wood,
FC-532WF,FC Oil & Wax #532 Walnut,0.625,1.141,0.25,,,35.84,Wood,
532WP,Padauk #532 Walnut,0.625,1.141,0.25,15.65,22.85,31.99,Wood,
FC-532WP,FC Padauk #532 Walnut,0.625,1.141,0.25,,,36.53,Wood,
532WB,Special Dark #532 Walnut,0.625,1.141,0.25,15.65,22.85,31.99,Wood,
FC-532WB,FC Special Dark #532 Walnut,0.625,1.141,0.25,,,36.53,Wood,
532WE,Ebony #532 Walnut,0.625,1.141,0.25,15.38,22.45,31.43,Wood,
FC-532WE,FC Ebony #532 Walnut,0.625,1.141,0.25,,,36.53,Wood,
532WK,Satin Black #532 Walnut,0.625,1.141,0.25,14.54,21.23,29.72,Wood,
FC-532WK,FC Satin Black #532 Walnut,0.625,1.141,0.25,,,35.84,Wood,
532W1,Light Grey #532 Walnut,0.625,1.141,0.25,14.54,21.23,29.72,Wood,
FC-532W1,FC Light Grey #532 Walnut,0.625,1.141,0.25,,,35.84,Wood,
532W2,Medium Grey #532 Walnut,0.625,1.141,0.25,14.54,21.23,29.72,Wood,
FC-532W2,FC Medium Grey #532 Walnut,0.625,1.141,0.25,,,35.84,Wood,
532W3,Dark Grey #532 Walnut,0.625,1.141,0.25,14.54,21.23,29.72,Wood,
FC-532W3,FC Dark Grey #532 Walnut,0.625,1.141,0.25,,,35.84,Wood,
532VR,Raw #532 White Oak,0.625,1.141,0.25,6.95,11.47,18.35,Wood,
FC-532VR,FC Raw #532 White Oak,0.625,1.141,0.25,,,32.1,Wood,
532VF,Oil & Wax #532 White Oak,0.625,1.141,0.25,10.21,16.85,23.59,Wood,
FC-532VF,FC Oil & Wax #532 White Oak,0.625,1.141,0.25,,,32.78,Wood,
532VL,Clear Lacquer #532 White Oak,0.625,1.141,0.25,10.48,17.29,24.21,Wood,
FC-532VL,FC Clear Lacquer #532 White Oak,0.625,1.141,0.25,,,32.78,Wood,
532VC,Charcoal #532 White Oak,0.625,1.141,0.25,12.38,20.43,28.6,Wood,
FC-532VC,FC Charcoal #532 White Oak,0.625,1.141,0.25,,,33.47,Wood,
532VM,Mission #532 White Oak,0.625,1.141,0.25,12.38,20.43,28.6,Wood,
FC-532VM,FC Mission #532 White Oak,0.625,1.141,0.25,,,33.47,Wood,
532V7,Bleached #532 White Oak,0.625,1.141,0.25,12.38,20.43,28.6,Wood,
FC-532V7,FC Bleached #532 White Oak,0.625,1.141,0.25,,,33.47,Wood,
544AR,Raw #544 Ash,0.75,1.328,0.25,5.13,7.28,11.65,Wood,
FC-544AR,FC Raw #544 Ash,0.75,1.328,0.25,,,27.91,Wood,
544AF,Oil & Wax #544 Ash,0.75,1.328,0.25,8.66,12.3,17.22,Wood,
FC-544AF,FC Oil & Wax #544 Ash,0.75,1.328,0.25,,,28.59,Wood,
544AL,Clear Lacquer #544 Ash,0.75,1.328,0.25,9.72,13.8,19.32,Wood,
FC-544AL,FC Clear Lacquer #544 Ash,0.75,1.328,0.25,,,28.59,Wood,
544AW,WhiteWash #544 Ash,0.75,1.328,0.25,10.83,15.38,21.53,Wood,
FC-544AW,FC WhiteWash #544 Ash,0.75,1.328,0.25,,,29.28,Wood,
544AT,White #544 Ash,0.75,1.328,0.25,10.83,15.38,21.53,Wood,
FC-544AT,FC White #544 Ash,0.75,1.328,0.25,,,30.66,Wood,
544AK,Satin Black #544 Ash,0.75,1.328,0.25,10.83,15.38,21.53,Wood,
FC-544AK,FC Satin Black #544 Ash,0.75,1.328,0.25,,,30.66,Wood,
544AA,Warm White #544 Ash,0.75,1.328,0.25,10.83,15.38,21.53,Wood,
FC-544AA,FC Warm White #544 Ash,0.75,1.328,0.25,,,30.66,Wood,
544AC,Charcoal #544 Ash,0.75,1.328,0.25,10.83,15.38,21.53,Wood,
FC-544AC,FC Charcoal #544 Ash,0.75,1.328,0.25,,,30.66,Wood,
544AI,Rising White #544 Ash,0.75,1.328,0.25,10.83,15.38,21.53,Wood,
FC-544AI,FC Rising White #544 Ash,0.75,1.328,0.25,,,30.66,Wood,
544A1,Light Grey #544 Ash,0.75,1.328,0.25,10.83,15.38,21.53,Wood,
FC-544A1,FC Light Grey #544 Ash,0.75,1.328,0.25,,,30.66,Wood,
544A2,Medium Grey #544 Ash,0.75,1.328,0.25,10.83,15.38,21.53,Wood,
FC-544A2,FC Medium Grey #544 Ash,0.75,1.328,0.25,,,30.66,Wood,
544A3,Dark Grey #544 Ash,0.75,1.328,0.25,10.83,15.38,21.53,Wood,
FC-544A3,FC Dark Grey #544 Ash,0.75,1.328,0.25,,,30.66,Wood,
544CR,Raw #544 Cherry,0.75,1.328,0.25,5.69,8.31,13.3,Wood,
FC-544CR,FC Raw #544 Cherry,0.75,1.328,0.25,,,28.94,Wood,
544CF,Oil & Wax #544 Cherry,0.75,1.328,0.25,9.49,13.86,19.4,Wood,
FC-544CF,FC Oil & Wax #544 Cherry,0.75,1.328,0.25,,,29.62,Wood,
544CL,Clear Lacquer #544 Cherry,0.75,1.328,0.25,11.39,16.63,23.28,Wood,
FC-544CL,FC Clear Lacquer #544 Cherry,0.75,1.328,0.25,,,31,Wood,
544CG,Aged #544 Cherry,0.75,1.328,0.25,11.39,16.63,23.28,Wood,
FC-544CG,FC Aged #544 Cherry,0.75,1.328,0.25,,,31,Wood,
544CQ,Antique #544 Cherry,0.75,1.328,0.25,11.39,16.63,23.28,Wood,
FC-544CQ,FC Antique #544 Cherry,0.75,1.328,0.25,,,31,Wood,
544CD,Black Cherry #544 Cherry,0.75,1.328,0.25,11.39,16.63,23.28,Wood,
FC-544CD,FC Black Cherry #544 Cherry,0.75,1.328,0.25,,,31.69,Wood,
544MR,Raw #544 Maple,0.75,1.328,0.25,5.9,8.14,13.02,Wood,
FC-544MR,FC Raw #544 Maple,0.75,1.328,0.25,,,28.77,Wood,
544MF,Oil & Wax #544 Maple,0.75,1.328,0.25,9.43,13.01,18.21,Wood,
FC-544MF,FC Oil & Wax #544 Maple,0.75,1.328,0.25,,,29.45,Wood,
544ML,Clear Lacquer #544 Maple,0.75,1.328,0.25,9.7,13.39,18.75,Wood,
FC-544ML,FC Clear Lacquer #544 Maple,0.75,1.328,0.25,,,29.45,Wood,
544MW,WhiteWash #544 Maple,0.75,1.328,0.25,11.33,15.64,21.9,Wood,
FC-544MW,FC WhiteWash #544 Maple,0.75,1.328,0.25,,,30.14,Wood,
544MT,White #544 Maple,0.75,1.328,0.25,10.49,14.48,20.27,Wood,
FC-544MT,FC White #544 Maple,0.75,1.328,0.25,,,30.83,Wood,
544MK,Satin Black #544 Maple,0.75,1.328,0.25,10.49,14.48,20.27,Wood,
FC-544MK,FC Satin Black #544 Maple,0.75,1.328,0.25,,,30.83,Wood,
544MA,Warm White #544 Maple,0.75,1.328,0.25,10.49,14.48,20.27,Wood,
FC-544MA,FC Warm White #544 Maple,0.75,1.328,0.25,,,30.83,Wood,
544MI,Rising White #544 Maple,0.75,1.328,0.25,10.49,14.48,20.27,Wood,
FC-544MI,FC Rising White #544 Maple,0.75,1.328,0.25,,,30.83,Wood,
544M1,Light Grey #544 Maple,0.75,1.328,0.25,9.7,13.39,18.75,Wood,
FC-544M1,FC Light Grey #544 Maple,0.75,1.328,0.25,,,30.83,Wood,
544M2,Medium Grey #544 Maple,0.75,1.328,0.25,9.7,13.39,18.75,Wood,
FC-544M2,FC Medium Grey #544 Maple,0.75,1.328,0.25,,,30.83,Wood,
544M3,Dark Grey #544 Maple,0.75,1.328,0.25,9.7,13.39,18.75,Wood,
FC-544M3,FC Dark Grey #544 Maple,0.75,1.328,0.25,,,30.83,Wood,
544M9,Wheat #544 Maple,0.75,1.328,0.25,10.49,14.48,20.27,Wood,
FC-544M9,FC Wheat #544 Maple,0.75,1.328,0.25,,,30.83,Wood,
544WR,Raw #544 Walnut,0.75,1.328,0.25,10.23,14.94,23.9,Wood,
FC-544WR,FC Raw #544 Walnut,0.75,1.328,0.25,,,35.57,Wood,
544WF,Oil & Wax #544 Walnut,0.75,1.328,0.25,15.66,22.86,32,Wood,
FC-544WF,FC Oil & Wax #544 Walnut,0.75,1.328,0.25,,,36.25,Wood,
544WP,Padauk #544 Walnut,0.75,1.328,0.25,15.93,23.26,32.56,Wood,
FC-544WP,FC Padauk #544 Walnut,0.75,1.328,0.25,,,36.94,Wood,
544WB,Special Dark #544 Walnut,0.75,1.328,0.25,15.93,23.26,32.56,Wood,
FC-544WB,FC Special Dark #544 Walnut,0.75,1.328,0.25,,,36.94,Wood,
544WE,Ebony #544 Walnut,0.75,1.328,0.25,15.66,22.86,32,Wood,
FC-544WE,FC Ebony #544 Walnut,0.75,1.328,0.25,,,36.94,Wood,
544WK,Satin Black #544 Walnut,0.75,1.328,0.25,14.82,21.64,30.3,Wood,
FC-544WK,FC Satin Black #544 Walnut,0.75,1.328,0.25,,,36.25,Wood,
544W1,Light Grey #544 Walnut,0.75,1.328,0.25,14.82,21.64,30.3,Wood,
FC-544W1,FC Light Grey #544 Walnut,0.75,1.328,0.25,,,36.25,Wood,
544W2,Medium Grey #544 Walnut,0.75,1.328,0.25,14.82,21.64,30.3,Wood,
FC-544W2,FC Medium Grey #544 Walnut,0.75,1.328,0.25,,,36.25,Wood,
544W3,Dark Grey #544 Walnut,0.75,1.328,0.25,14.82,21.64,30.3,Wood,
FC-544W3,FC Dark Grey #544 Walnut,0.75,1.328,0.25,,,36.25,Wood,
544VR,Raw #544 White Oak,0.75,1.328,0.25,7.36,12.14,19.42,Wood,
FC-544VR,FC Raw #544 White Oak,0.75,1.328,0.25,,,32.77,Wood,
